incident_datetime,Incident_count
2021-09-23,66
2021-09-24,69
2021-09-25,65
2021-09-26,82
2021-09-27,95
2021-09-28,92
2021-09-29,81
2021-09-30,83
2021-10-01,75
2021-10-02,86
2021-10-03,57
2021-10-04,51
2021-10-05,55
2021-10-06,60
2021-10-07,67
2021-10-08,71
2021-10-09,90
2021-10-10,69
2021-10-11,78
2021-10-12,72
2021-10-13,79
2021-10-14,62
2021-10-15,59
2021-10-16,72
2021-10-17,86
2021-10-18,72
2021-10-19,60
2021-10-20,92
2021-10-21,79
2021-10-22,107
2021-10-23,71
2021-10-24,70
2021-10-25,72
2021-10-26,77
2021-10-27,67
2021-10-28,122
2021-10-29,326
2021-10-30,127
2021-10-31,120
2021-11-01,125
2021-11-02,110
2021-11-03,103
2021-11-04,93
2021-11-05,91
2021-11-06,95
2021-11-07,53
2021-11-08,66
2021-11-09,100
2021-11-10,51
2021-11-11,74
2021-11-12,75
2021-11-13,65
2021-11-14,70
2021-11-15,72
2021-11-16,78
2021-11-17,75
2021-11-18,85
2021-11-19,72
2021-11-20,96
2021-11-21,92
2021-11-22,88
2021-11-23,74
2021-11-24,102
2021-11-25,67
2021-11-26,102
2021-11-27,97
2021-11-28,105
2021-11-29,95
2021-11-30,119
2021-12-01,132
2021-12-02,173
2021-12-03,103
2021-12-04,81
2021-12-05,92
2021-12-06,107
2021-12-07,68
2021-12-08,71
2021-12-09,70
2021-12-10,87
2021-12-11,119
2021-12-12,139
2021-12-13,115
2021-12-14,102
2021-12-15,84
2021-12-16,103
2021-12-17,125
2021-12-18,131
2021-12-19,135
2021-12-20,96
2021-12-21,104
2021-12-22,89
2021-12-23,118
2021-12-24,121
2021-12-25,78
2021-12-26,91
2021-12-27,94
2021-12-28,107
2021-12-29,109
2021-12-30,109
2021-12-31,185
2022-01-01,181
2022-01-02,105
2022-01-03,97
2022-01-04,99
2022-01-05,127
2022-01-06,111
2022-01-07,150
2022-01-08,81
2022-01-09,93
2022-01-10,81
2022-01-11,111
2022-01-12,88
2022-01-13,202
2022-01-14,134
2022-01-15,107
2022-01-16,109
2022-01-17,73
2022-01-18,88
2022-01-19,92
2022-01-20,99
2022-01-21,124
2022-01-22,112
2022-01-23,92
2022-01-24,103
2022-01-25,102
2022-01-26,184
2022-01-27,195
2022-01-28,202
2022-01-29,102
2022-01-30,108
2022-01-31,101
2022-02-01,88
2022-02-02,83
2022-02-03,83
2022-02-04,82
2022-02-05,106
2022-02-06,81
2022-02-07,83
2022-02-08,71
2022-02-09,80
2022-02-10,78
2022-02-11,96
2022-02-12,98
2022-02-13,104
2022-02-14,99
2022-02-15,91
2022-02-16,102
2022-02-17,90
2022-02-18,97
2022-02-19,123
2022-02-20,87
2022-02-21,86
2022-02-22,100
2022-02-23,98
2022-02-24,99
2022-02-25,90
2022-02-26,125
2022-02-27,113
2022-02-28,97
2022-03-01,107
2022-03-02,92
2022-03-03,97
2022-03-04,82
2022-03-05,110
2022-03-06,81
2022-03-07,76
2022-03-08,72
2022-03-09,78
2022-03-10,85
2022-03-11,94
2022-03-12,117
2022-03-13,128
2022-03-14,111
2022-03-15,100
2022-03-16,79
2022-03-17,100
2022-03-18,92
2022-03-19,91
2022-03-20,81
2022-03-21,92
2022-03-22,94
2022-03-23,74
2022-03-24,81
2022-03-25,85
2022-03-26,104
2022-03-27,87
2022-03-28,90
2022-03-29,107
2022-03-30,80
2022-03-31,87
2022-04-01,86
2022-04-02,83
2022-04-03,90
2022-04-04,74
2022-04-05,71
2022-04-06,105
2022-04-07,79
2022-04-08,101
2022-04-09,112
2022-04-10,118
2022-04-11,88
2022-04-12,99
2022-04-13,115
2022-04-14,111
2022-04-15,138
2022-04-16,149
2022-04-17,207
2022-04-18,97
2022-04-19,92
2022-04-20,62
2022-04-21,66
2022-04-22,85
2022-04-23,98
2022-04-24,95
2022-04-25,82
2022-04-26,101
2022-04-27,80
2022-04-28,75
2022-04-29,98
2022-04-30,80
2022-05-01,73
2022-05-02,59
2022-05-03,83
2022-05-04,54
2022-05-05,59
2022-05-06,74
2022-05-07,66
2022-05-08,73
2022-05-09,79
2022-05-10,77
2022-05-11,80
2022-05-12,63
2022-05-13,68
2022-05-14,55
2022-05-15,63
2022-05-16,46
2022-05-17,71
2022-05-18,57
2022-05-19,72
2022-05-20,81
2022-05-21,112
2022-05-22,65
2022-05-23,74
2022-05-24,89
2022-05-25,77
2022-05-26,52
2022-05-27,62
2022-05-28,76
2022-05-29,61
2022-05-30,56
2022-05-31,64
2022-06-01,46
2022-06-02,69
2022-06-03,66
2022-06-04,76
2022-06-05,52
2022-06-06,60
2022-06-07,68
2022-06-08,66
2022-06-09,61
2022-06-10,60
2022-06-11,57
2022-06-12,64
2022-06-13,77
2022-06-14,55
2022-06-15,71
2022-06-16,58
2022-06-17,68
2022-06-18,69
2022-06-19,83
2022-06-20,79
2022-06-21,64
2022-06-22,58
2022-06-23,52
2022-06-24,75
2022-06-25,80
2022-06-26,63
2022-06-27,68
2022-06-28,56
2022-06-29,63
2022-06-30,60
